CLIENT_SUBCATEGORY,CLIENT_CATEGORY,GDW_SUBCAT,GDW_CAT,DIRECT_INDIRECT,INDUSTRY,SUM(TOTAL_AMOUNT)
BI & DATA ANALYTICS SOFTWARE,INFORMATION TECHNOLOGY,BI & DATA ANALYTICS SOFTWARE,INFORMATION TECHNOLOGY,INDIRECT,Holding Companies & Conglomerates,56437.5
AUTOMATION (BPA & RPA),INFORMATION TECHNOLOGY,AUTOMATION (BPA & RPA),INFORMATION TECHNOLOGY,INDIRECT,Manufacturing,82663.88
CONSUMER FINANCING,CORPORATE,CONSUMER FINANCING,CORPORATE,INDIRECT,Manufacturing,250000
GROUP INTERNAL,NON SOURCEABLE SPEND,INTERNAL TRANSFERS,UNADDRESSABLE,UNADDRESSABLE,Agriculture,1836892560
OFFICE SERVICES,FACILITY MANAGEMENT,OFFICE SUPPLIES,CORPORATE,INDIRECT,Agriculture,9394976.061
ADDITIVES,FUNCTIONAL INGREDIENTS,FOOD ADDITIVES & PRESERVATIVES,CHEMICALS,DIRECT,Agriculture,388184328.7
FINANCIAL SERVICES,PROFESSIONAL SERVICES,FINANCIAL & RISK ADVISORY,PROFESSIONAL SERVICES,INDIRECT,Agriculture,7998593.277
BRANDING SERVICES,MARKETING & COMMUNICATION,CREATIVE AGENCIES,MARKETING,INDIRECT,Agriculture,13294979.03
WAREHOUSING,TRANSPORTATION & LOGISTICS,WAREHOUSING,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Agriculture,66551745.65
"HEATING, COOLING & VENTILATION",FACILITY MANAGEMENT,HVAC/R,REAL ESTATE & FACILITIES,INDIRECT,Agriculture,17223312.33
FAIRS & EVENTS,MARKETING & COMMUNICATION,EVENT EXHIBITS & DISPLAYS,MARKETING,INDIRECT,Agriculture,2759234.043
FLATBED TRUCKLOAD,TRANSPORTATION & LOGISTICS,FLATBED TRUCKLOAD,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Retail,0.01
JANITORIAL SERVICES,FACILITIES,JANITORIAL SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Pharmaceuticals,5456810.96
PATIENT ADVOCACY - CONSULTING / PROFESSIONAL SERVICES,CONSULTING / PROFESSIONAL SERVICES,ADVISORY & MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,INDIRECT,Pharmaceuticals,1482.53
FACILITY SERVICES,FACILITIES,INTEGRATED FACILITIES MANAGEMENT,REAL ESTATE & FACILITIES,INDIRECT,Technology,2653070.56
OUTSIDE COUNSEL,UNADDRESSABLE,LEGAL SERVICES,PROFESSIONAL SERVICES,UNADDRESSABLE,Technology,33422472.4
BOILERS,REAL ESTATE & FACILITIES,BOILERS,REAL ESTATE & FACILITIES,INDIRECT,Manufacturing,150936.76
FREIGHT FORWARDING,TRANSPORTATION & LOGISTICS,FREIGHT FORWARDING,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Electronics,6372816.67
PARKING LOT / PAVING,REAL ESTATE & FACILITIES,PARKING LOT / PAVING,CONSTRUCTION & EQUIPMENT,INDIRECT,Electronics,109831.74
POSTAGE & POSTAGE EQUIPMENT,CORPORATE,POSTAGE & POSTAGE EQUIPMENT,CORPORATE,INDIRECT,Electronics,68242.9
COFFEE / BREAK ROOM SERVICES,REAL ESTATE & FACILITIES,BREAKROOM SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Electronics,56021.47001
UNION CONTRIBUTIONS,UNADDRESSABLE,UNION CONTRIBUTIONS,UNADDRESSABLE,UNADDRESSABLE,Electronics,11824.55
ENTERPRISE COMMUNICATIONS,SOFTWARE,ENTERPRISE COMMUNICATIONS,INFORMATION TECHNOLOGY,INDIRECT,Real Estate,68201.11
FUND SERVICES,BANKING SERVICES,FUND SERVICES,BANKING SERVICES,INDIRECT,Real Estate,12596.95
Utilities: Utilities Management Services,Real Estate & Facilities,UTILITIES MANAGEMENT SERVICES,UTILITIES,INDIRECT,Pharmaceuticals,125399.92
WARRANTY PAYMENTS,UNADDRESSABLE,WARRANTY PAYMENTS,UNADDRESSABLE,UNADDRESSABLE,Industrial Manufacturing,869.704864
CONFERENCES & MEETINGS - HOST,UNADDRESSABLE,EVENTS & CONFERENCES,MARKETING,INDIRECT,Pharmaceuticals,1703297.644
CLINICAL STORAGE AND DISTRIBUTION,MEDICAL PRODUCTS/SERVICES,CLINICAL STORAGE AND DISTRIBUTION,MEDICAL PRODUCTS/SERVICES,INDIRECT,Pharmaceuticals,3225619.296
CREATIVE SERVICES,MARKETING,CREATIVE AGENCIES,MARKETING,INDIRECT,Pharmaceuticals,219460.52
FREIGHT AUDIT & PAYMENT,TRANSPORTATION & LOGISTICS,FREIGHT AUDIT & PAYMENT,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Electronics,1777.65
NATURAL GAS,UTILITIES,NATURAL GAS,UTILITIES,INDIRECT,Electronics,99473.58
PROPANE,MRO,PROPANE,CHEMICALS,INDIRECT,Electronics,98357.88
TELEMATICS & GPS TRACKING,FLEET,TELEMATICS & GPS TRACKING,FLEET,INDIRECT,Electronics,31124
SW DEV & DEVOPS SOLUTIONS,INFORMATION TECHNOLOGY,SW DEV & DEVOPS SOLUTIONS,INFORMATION TECHNOLOGY,INDIRECT,Drug Stores & Pharmacies,259885
RACKING & SHELVING,MRO,RACKING & SHELVING,MRO,INDIRECT,Cosmetics,122064.25
BUSINESS SOFTWARE,BUSINESS SOFTWARE,SOFTWARE,INFORMATION TECHNOLOGY,INDIRECT,Technology,41568532.59
SPORT SPONSORSHIP AGREEMENTS,SPONSORSHIPS,SPONSORSHIPS,MARKETING,,Technology,205230594.5
CAR RENTAL,BUSINESS TRAVEL & FLEET MANAGEMENT,AUTO RENTAL,TRAVEL,INDIRECT,Technology,46738.57604
RELOCATION SERVICES,RECRUITING & PAYROLL SERVICES,RELOCATION SERVICES,HR,INDIRECT,Technology,42951.29413
SECURITY SOFTWARE,INFRASTRUCTURE SOFTWARE,DATA SECURITY SOFTWARE,INFORMATION TECHNOLOGY,INDIRECT,Technology,1120026.179
FLYER & BROCHURES,PRINT SERVICES,DIRECT MAIL,PRINT,INDIRECT,Technology,101139.7801
MDR & SECURITY SERVICES,INFORMATION TECHNOLOGY,MDR & SECURITY SERVICES,INFORMATION TECHNOLOGY,INDIRECT,Food and Beverage,2425354.86
LIFE & DISABILITY INSURANCE,HR,LIFE & DISABILITY INSURANCE,HR,INDIRECT,Real Estate,337505.4
OUTSOURCING,LEGAL,LEGAL SERVICES,PROFESSIONAL SERVICES,INDIRECT,Finance,22224.26089
CLOUD & APPLICATION VIRTUALIZATION,SOFTWARE,CLOUD & APPLICATION VIRTUALIZATION,INFORMATION TECHNOLOGY,INDIRECT,Food and Beverage,182947.54
CREDIT RATINGS AGENCIES,CORPORATE,FINANCIAL & RISK ADVISORY,PROFESSIONAL SERVICES,INDIRECT,Manufacturing,728000
COURIER SERVICES,FACILITIES,COURIER SERVICES,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Pharmaceuticals,529330.03
COMMERICAL - CONSULTING / PROFESSIONAL SERVICES,CONSULTING / PROFESSIONAL SERVICES,ADVISORY & MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,INDIRECT,Pharmaceuticals,432607.3
MEDICAL SUPPLIES,DIRECT,MEDICAL/SURGICAL SUPPLIES,MEDICAL PRODUCTS/SERVICES,DIRECT,Business Services,3095.4
UPS SYSTEMS,REAL ESTATE & FACILITIES,UPS SYSTEMS,REAL ESTATE & FACILITIES,INDIRECT,Food and Beverage,2258.72
HOME DELIVERY,TRANSPORTATION & LOGISTICS,HOME DELIVERY,TRANSPORTATION & LOGISTICS,,Chemicals,1003.785792
EPP & EDR,SOFTWARE,EPP & EDR,INFORMATION TECHNOLOGY,INDIRECT,Food and Beverage,211200
SPONSORSHIPS,UNADDRESSABLE,SPONSORSHIPS,MARKETING,INDIRECT,Finance,2421642.21
EVENTS & CONFERENCES,MARKETING,EVENTS & CONFERENCES,MARKETING,INDIRECT,Finance,14772079.03
LANDSCAPING & SNOW REMOVAL,REAL ESTATE & FACILITIES,LANDSCAPING & SNOW REMOVAL,REAL ESTATE & FACILITIES,INDIRECT,Finance,3110
IT CONSULTING,IT - SERVICES,IT CONSULTING,INFORMATION TECHNOLOGY,INDIRECT,Finance,2692083.76
MEDIA PRODUCTION,MARKETING,MEDIA PRODUCTION,MARKETING,INDIRECT,Finance,441096.48
EVENT SPACE & RENTALS,MARKETING,EVENT SPACE & RENTALS,MARKETING,INDIRECT,Finance,262943.45
IT INFRASTRUCTURE SERVICES,IT - SERVICES,IT INFRASTRUCTURE SERVICES,INFORMATION TECHNOLOGY,INDIRECT,Finance,845570.29
TRUCKLOAD,TRANSPORTATION & LOGISTICS,TRUCKLOAD,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Finance,1778
CRM SOFTWARE,SOFTWARE,CRM SOFTWARE,INFORMATION TECHNOLOGY,INDIRECT,Food and Beverage,1967338.31
VENDING,REAL ESTATE & FACILITIES,FLEET MANAGEMENT & LEASING,FLEET,INDIRECT,Technology,13600
MEDICAL EQUIPMENT,UNADDRESSABLE,LAB/MEDICAL EQUIPMENT,MEDICAL PRODUCTS/SERVICES,UNADDRESSABLE,Technology,1063149.93
LIFE & DISABILITY INSURANCE,HR,LIFE & DISABILITY INSURANCE,HR,INDIRECT,Finance,233883.56
AUTO RENTAL,TRAVEL,AUTO RENTAL,TRAVEL,INDIRECT,Finance,1141.04
COMPUTE & STORAGE HARDWARE,HARDWARE,COMPUTE & STORAGE HARDWARE,INFORMATION TECHNOLOGY,INDIRECT,Food and Beverage,118000
Office Equipment,Administrative Products & Services,OFFICE EQUIPMENT,INFORMATION TECHNOLOGY,,Retail,69604263.06
Security Personnel,Facilities Management & Maintenance,SECURITY PERSONNEL,REAL ESTATE & FACILITIES,,Retail,64389429.79
Meals & Entertainment,Travel,MEALS & ENTERTAINMENT,TRAVEL,,Retail,188734527.3
Recruiting,HR Services,RECRUITING,HR,,Retail,167030334.2
Market Research,Marketing,MARKET RESEARCH,MARKETING,,Retail,57862648.47
Data Storage & Management,IT Products & Services,COMPUTE & STORAGE HARDWARE,INFORMATION TECHNOLOGY,,Retail,63442474.77
Media Buy,Marketing,MEDIA BUYING & PLANNING,MARKETING,INDIRECT,Retail,3809058170
Catalogs,Marketing,CATALOGS,PRINT,INDIRECT,Retail,1226391.13
MEDIA/ MEDIA AGENCY,MARKETING & ADVERTISING,MEDIA BUYING & PLANNING,MARKETING,INDIRECT,Consumer Packaged Goods (CPG),774199329.3
AIR CARGO TRANSPORT,SUPPLY CHAIN,AIR FREIGHT,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Consumer Packaged Goods (CPG),12915867.98
AGENCY NON-MEDIA,MARKETING & ADVERTISING,ADVERTISING AGENCIES,MARKETING,INDIRECT,Consumer Packaged Goods (CPG),58875116.3
CUSTOMS SERVICES,LOGISTICS SERVICES,CUSTOMS BROKERAGE,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Retail,34203864
EVENTS-VENUE,TRAVEL & ENTERTAINMENT,EVENT SPACE & RENTALS,MARKETING,INDIRECT,Retail,10597761.49
3PL-HANDLING,LOGISTICS SERVICES,THIRD PARTY LOGISTICS (3PL),TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Retail,15045925.22
RETAIL CARDS,MARKETING,GIFT & LOYALTY CARDS,PRINT,INDIRECT,Retail,921923.1296
"HVAC (DUCTWORK, DISTRIBUTION AND INSTALLATION)",DESIGN & CONSTRUCTION,HVAC/R,REAL ESTATE & FACILITIES,INDIRECT,Retail,36597735.34
MEALS & ENTERTAINMENT,TRAVEL,MEALS & ENTERTAINMENT,TRAVEL,INDIRECT,Real Estate,103848359.4
GUARDED SECURITY,FACILITIES SERVICES & MAINTENANCE,SECURITY PERSONNEL,REAL ESTATE & FACILITIES,INDIRECT,Real Estate,1030401222
TRAVEL MANAGEMENT COMPANIES,TRAVEL,TRAVEL MANAGEMENT,TRAVEL,INDIRECT,Real Estate,5560607.081
SIGNAGE & GRAPHICS,MARKETING & COMMUNICATION,SIGNAGE & GRAPHICS,PRINT,INDIRECT,Real Estate,44454428.21
SUBSCRIPTIONS,PROFESSIONAL SERVICES,DUES & SUBSCRIPTIONS,CORPORATE,INDIRECT,Real Estate,1908562.184
Interest / Debt Payments,Unaddressable,INTEREST / DEBT PAYMENTS,UNADDRESSABLE,,Manufacturing,1554282620
Corrugated,Packing and Shipping Supplies,CORRUGATED,PACKAGING PRODUCTS,INDIRECT,Manufacturing,510662191.4
Vehicle & Trailer Maintenance,Fleet,TRAILER MAINTENANCE & REPAIR,FLEET,INDIRECT,Manufacturing,6386430.481
LOCUM TENENS,MEDICAL SUPPLIES & SERVICES,LOCUM TENENS,DENTAL PRODUCTS / SERVICES,DIRECT,Retail,186831277.2
MEALS & ENTERTAINMENT,TRAVEL,MEALS & ENTERTAINMENT,TRAVEL,INDIRECT,Retail,313767011.4
ANSWERING SERVICE,TELECOMMUNICATIONS,CONTACT CENTERS,PROFESSIONAL SERVICES,INDIRECT,Retail,4928939.54
OFFICE SUPPLIES,ADMINISTRATIVE PRODUCTS & SERVICES,OFFICE SUPPLIES,CORPORATE,INDIRECT,Retail,165395299.2
LTL,TRANSPORTATION & LOGISTICS,LTL,TRANSPORTATION & LOGISTICS,,Retail,361773140.8
Plumbing,Facilities Management & Maintenance,PLUMBING SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Aerospace & Defense,1572841.201
WIRELESS,INFORMATION TECHNOLOGY,WIRELESS,INFORMATION TECHNOLOGY,INDIRECT,Holding Companies,48094713.27
RECRUITING,HR,RECRUITING,HR,INDIRECT,Holding Companies,123794727.1
EVENTS & CONFERENCES,MARKETING,EVENTS & CONFERENCES,MARKETING,INDIRECT,Holding Companies,41609424.01
ELECTRICAL SERVICES,REAL ESTATE & FACILITIES,ELECTRICAL SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Holding Companies,26529630.53
TALENT MGMT & RECRUITING SOFTWARE,INFORMATION TECHNOLOGY,TALENT MGMT & RECRUITING SOFTWARE,INFORMATION TECHNOLOGY,INDIRECT,Holding Companies,3576344.416
CONTROL & AUTOMATION,MRO,CONTROL & AUTOMATION,MRO,INDIRECT,Holding Companies,38898.831
AIR FREIGHT,TRANSPORTATION & LOGISTICS,AIR FREIGHT,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Retail,102835081.3
FLEET MAINTENANCE & REPAIR,TRANSPORTATION & LOGISTICS,FLEET MAINTENANCE & REPAIR,FLEET,LOGISTICS & PACKAGING,Retail,128375027.1
EVENTS & EXHIBITIONS,MARKETING & COMMUNICATIONS,EVENTS & CONFERENCES,MARKETING,INDIRECT,Real Estate,129017244.6
WASTE RECYCLING,SPECIALTY SERVICES,WASTE DISPOSAL & RECYCLING,REAL ESTATE & FACILITIES,INDIRECT,Real Estate,25241169.39
STAFFING FIRMS,IT SERVICES,IT STAFFING,INFORMATION TECHNOLOGY,INDIRECT,Real Estate,22207796.37
LUBRICANTS,FLEET,LUBRICANT ADDITIVES,CHEMICALS,INDIRECT,Business Services,5089976.709
TRANSCRIPTION SERVICES,PROFESSIONAL SERVICES,TRANSLATION SERVICES,PROFESSIONAL SERVICES,INDIRECT,Business Services,352334.3554
Meals & Entertainment,Travel,MEALS & ENTERTAINMENT,TRAVEL,,Consumer Packaged Goods (CPG),78422673.97
Airfare,Travel,AIRFARE,TRAVEL,,Consumer Packaged Goods (CPG),72366674.54
Management Consulting,Corporate,ADVISORY & MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,INDIRECT,Consumer Packaged Goods (CPG),189336910.5
Permit Consulting,Real Estate & Facilities,PROJECT PERMITTING,CONSTRUCTION & EQUIPMENT,INDIRECT,Consumer Packaged Goods (CPG),914254.9988
Electricians,Real Estate & Facilities,ELECTRICAL SERVICES,REAL ESTATE & FACILITIES,,Consumer Packaged Goods (CPG),4378572.56
INDUSTRIAL GASES,MRO,INDUSTRIAL GASES,MRO,INDIRECT,Food and Beverage,75321401.02
FLEET MANAGEMENT & LEASING,FLEET,FLEET MANAGEMENT & LEASING,FLEET,INDIRECT,Food and Beverage,447301664.5
Enterprise Storage Hardware,Hardware,COMPUTE & STORAGE HARDWARE,INFORMATION TECHNOLOGY,INDIRECT,Media,19800506.03
Facility / Property Rent,Finance Charges,FACILITY / PROPERTY RENT,REAL ESTATE & FACILITIES,INDIRECT,Media,3990572394
Electronic Security Systems,Facility Services,ELECTRONIC SECURITY,REAL ESTATE & FACILITIES,INDIRECT,Media,58129749.85
Contact Center,IT Professional Services & Consulting,CONTACT CENTERS,PROFESSIONAL SERVICES,INDIRECT,Media,38409371.13
BOILER PARTS & COMPONENTS,PARTS & EQUIPMENT,BOILERS,REAL ESTATE & FACILITIES,INDIRECT,"Waste Treatment, Environmental Services & Recycling",52163569.74
GROUP MEETINGS-CATERING,TRAVEL & ENTERTAINMENT,FOOD SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Retail,1812058.415
MEDIA RELATIONS,MARKETING,PUBLIC RELATIONS AGENCIES,MARKETING,INDIRECT,Retail,159523853.3
FREIGHT FORWARDER,LOGISTICS SERVICES,FREIGHT FORWARDING,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Retail,118535712
SUBSCRIPTIONS,PROFESSIONAL SERVICES,DUES & SUBSCRIPTIONS,CORPORATE,INDIRECT,Retail,2879697.173
LTL,Transportation & Logistics,LTL,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Manufacturing,21052247.72
Corporate Insurance,Insurance & Benefits,CORPORATE INSURANCE,CORPORATE,,Manufacturing,53604153.69
Legal Services,Professional Services,LEGAL SERVICES,PROFESSIONAL SERVICES,,Manufacturing,35877936.36
CORPORATE INSURANCE,INSURANCE & BENEFITS,CORPORATE INSURANCE,CORPORATE,INDIRECT,Retail,223605229.8
JANITORIAL SUPPLIES,MRO,JANITORIAL SUPPLIES,MRO,INDIRECT,Holding Companies,3232769.477
BUILDING CONSTRUCTION,REAL ESTATE & FACILITIES,BUILDING CONSTRUCTION,CONSTRUCTION & EQUIPMENT,INDIRECT,Holding Companies,321958263
EVENT SPACE & RENTALS,MARKETING,EVENT SPACE & RENTALS,MARKETING,INDIRECT,Holding Companies,3348259.371
INFLUENCER MARKETING,MARKETING,INFLUENCER MARKETING,MARKETING,INDIRECT,Holding Companies,1128418.759
ENVIRONMENTAL CONSULTING,PROFESSIONAL SERVICES,ENVIRONMENTAL CONSULTING,PROFESSIONAL SERVICES,INDIRECT,Retail,102487438.8
FLOORING SERVICES,OPERATIONS & MAINTENANCE,FLOORING,CONSTRUCTION & EQUIPMENT,INDIRECT,Real Estate,467523602.9
FACILITIES MAINTENANCE EQUIPMENT,FACILITIES EQUIPMENT,EQUIPMENT,CONSTRUCTION & EQUIPMENT,,Real Estate,190552100.6
CORPORATE COURIER SERVICES,ADMINISTRATIVE PRODUCTS & SERVICES,COURIER SERVICES,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Real Estate,15090398.36
FUEL & FUEL CARDS,FLEET,FUEL,FLEET,,Business Services,782954986.1
LANDSCAPING & SNOW REMOVAL,FACILITIES MANAGEMENT & MAINTENANCE,LANDSCAPING & SNOW REMOVAL,REAL ESTATE & FACILITIES,INDIRECT,Business Services,9432260.195
EQUIPMENT ACQUISITION,EQUIPMENT,EQUIPMENT,CONSTRUCTION & EQUIPMENT,INDIRECT,Business Services,61728947.5
LEASES,UNADDRESSABLE,FLEET MANAGEMENT & LEASING,FLEET,UNADDRESSABLE,Business Services,6386439.795
LTL,Supply Chain,LTL,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Consumer Packaged Goods (CPG),47523851.74
Interpreter & Translation Services,Corporate,TRANSLATION SERVICES,PROFESSIONAL SERVICES,INDIRECT,Consumer Packaged Goods (CPG),9969368.406
HVAC,Real Estate & Facilities,HVAC/R,REAL ESTATE & FACILITIES,,Consumer Packaged Goods (CPG),7465528.055
3rd Party Hosting,Technology,DOMAIN NAME & HOSTING,INFORMATION TECHNOLOGY,INDIRECT,Consumer Packaged Goods (CPG),110932437.9
SECURITY PERSONNEL,FACILITY SERVICES,SECURITY PERSONNEL,REAL ESTATE & FACILITIES,INDIRECT,Food and Beverage,33018941.17
BOARD / DIRECTORS FEES,UNADDRESSABLE,BOARD / DIRECTORS FEES,UNADDRESSABLE,UNADDRESSABLE,Food and Beverage,39772114.35
SPONSORSHIPS,MARKETING,SPONSORSHIPS,MARKETING,,Food and Beverage,192180749.6
Bank Card Payments,Finance Charges,TRAVEL CARD,TRAVEL,INDIRECT,Media,4764284233
Meals,T&E Other,MEALS & ENTERTAINMENT,TRAVEL,INDIRECT,Media,700626704.5
Regulatory Compliance,Legal,EMPLOYER COMPLIANCE SERVICES,HR,INDIRECT,Media,79021556.26
Small Parcel Shipping,Shipping & Logistics,SMALL PARCEL SHIPPING,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Media,109722309.4
General Travel Expenses,T&E Other,MEALS & ENTERTAINMENT,TRAVEL,INDIRECT,Media,57471830.9
Electronic Payment Processing,Financial Services,CREDIT CARD PROCESSING,CORPORATE,INDIRECT,Media,369434412
E-Commerce Fulfillment,Shipping & Logistics,FULFILLMENT,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Media,11209172.53
TRAINING & DEVELOPMENT,HR,TRAINING & DEVELOPMENT,HR,INDIRECT,"Waste Treatment, Environmental Services & Recycling",8358212.577
"BARCODES, LABELS & TAGS",PACKAGING & SHIPPING SUPPLIES,LABELS,PRINT,LOGISTICS & PACKAGING,"Waste Treatment, Environmental Services & Recycling",559673.3669
CAFETERIA / CATERING SERVICES,REAL ESTATE & FACILITIES,FOOD SERVICES,REAL ESTATE & FACILITIES,INDIRECT,"Waste Treatment, Environmental Services & Recycling",400639.2352
FLOORING,REAL ESTATE & FACILITIES,FLOORING,CONSTRUCTION & EQUIPMENT,INDIRECT,"Waste Treatment, Environmental Services & Recycling",365553.0035
MEDICAL INSURANCE,HR,MEDICAL INSURANCE,HR,INDIRECT,Food and Beverage,1044430931
CLEANING SERVICES & EQUIPMENT,FACILITY MAINTENANCE,JANITORIAL SUPPLIES,MRO,INDIRECT,Education,3613019.541
ELECTRICITY,PROPERTY COSTS,ELECTRICITY,UTILITIES,INDIRECT,Education,51248437.52
CONFERENCES INTERNATIONAL,CONFERENCE FEES,EVENTS & CONFERENCES,MARKETING,,Education,12147071.19
BUILDING CONSTRUCTION,PROPERTY COSTS,BUILDING CONSTRUCTION,CONSTRUCTION & EQUIPMENT,INDIRECT,Education,45805543.8
LOCKSMITHS & SAFES,SECURITY,LOCKSMITH,REAL ESTATE & FACILITIES,INDIRECT,Education,212835.273
WEB & DIGITAL DESIGN,DESIGN & MEDIA PRODUCTION,WEB DESIGN,MARKETING,,Education,88027.86898
VOICE & DATA SERVICES,TELECOM,VOICE & DATA SERVICES,INFORMATION TECHNOLOGY,INDIRECT,Real Estate,33529032
ADVISORY & MANAGEMENT CONSULTING,CONSULTING SERVICES,ADVISORY & MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,INDIRECT,Real Estate,2344079.89
VOICE & DATA SERVICES,INFORMATION TECHNOLOGY,VOICE & DATA SERVICES,INFORMATION TECHNOLOGY,INDIRECT,Drug Stores & Pharmacies,74182041.21
WORKERS COMPENSATION,FINANCE & LEGAL,WORKERS COMPENSATION INSURANCE,CORPORATE,INDIRECT,Retail,11440747.06
TAXES & FEES,UNADDRESSABLE,TAXES & FEES,UNADDRESSABLE,,Holding Companies,7012439930
ELECTRICITY,UTILITIES,ELECTRICITY,UTILITIES,INDIRECT,Business Services,896242680.7
EMPLOYEE INCENTIVE PROGRAMS,HR SERVICES,EMPLOYEE RECOGNITION,HR,INDIRECT,Business Services,139620874.6
Stylists & Visual Production,Marketing,MEDIA PRODUCTION,MARKETING,INDIRECT,Consumer Packaged Goods (CPG),8328223.353
Freight Audit & Payment,Supply Chain,FREIGHT AUDIT & PAYMENT,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Consumer Packaged Goods (CPG),1655511.567
Retail Signage,Retail,SIGNAGE,REAL ESTATE & FACILITIES,INDIRECT,Consumer Packaged Goods (CPG),8625393.465
INVESTOR RELATIONS SERVICES,PROFESSIONAL SERVICES,INVESTOR RELATIONS SERVICES,CORPORATE,,Food and Beverage,10528973.07
GENERAL INDUSTRIAL SUPPLIES,MRO,GENERAL INDUSTRIAL SUPPLIES,MRO,INDIRECT,"Waste Treatment, Environmental Services & Recycling",89365343.28
TRAVEL MANAGEMENT COMPANIES,TRAVEL,TRAVEL MANAGEMENT,TRAVEL,INDIRECT,"Waste Treatment, Environmental Services & Recycling",680128.7951
COMMERCIAL PRINT,PROFESSIONAL SERVICES,COMMERCIAL PRINT,PRINT,INDIRECT,Food and Beverage,365767.1554
LICENSES & PERMITS,NONSOURCEABLE,LICENSES & PERMITS,UNADDRESSABLE,UNADDRESSABLE,Real Estate,6772518.52
ELECTRONIC SECURITY,SECURITY,ELECTRONIC SECURITY,REAL ESTATE & FACILITIES,INDIRECT,Real Estate,15924294.92
